59.000,279.000,22.000,82.036,300.115,31.370
62.000,301.000,10.000,84.781,322.125,23.100
63.000,259.000,22.000,85.346,273.728,31.260
63.000,270.000,24.000,85.209,290.297,35.152
63.000,284.000,18.000,86.645,304.922,28.909
63.000,290.000,9.000,85.832,309.280,22.903
63.000,296.000,23.000,86.618,316.483,34.485
64.000,235.000,14.000,83.287,260.709,18.950
64.000,255.000,19.000,86.283,268.386,34.005
64.000,291.000,23.000,87.463,311.639,33.888
64.000,293.000,18.000,87.434,315.471,29.403
64.000,314.000,15.000,86.025,340.798,29.642
64.000,322.000,16.000,86.615,349.783,30.725
64.000,328.000,17.000,87.660,357.678,31.540
65.000,272.000,25.000,87.013,293.098,36.946
66.000,283.000,18.000,89.886,304.313,29.882
66.000,290.000,23.000,89.354,310.348,34.110
66.000,292.000,29.000,88.884,310.912,43.138
67.000,271.000,9.000,89.671,292.695,23.436
67.000,287.000,11.000,89.898,305.588,24.556
67.000,307.000,18.000,89.840,333.331,32.627
67.000,316.000,28.000,90.137,340.062,38.243
68.000,241.000,10.000,87.851,269.190,20.680
68.000,245.000,23.000,90.324,250.500,38.974
68.000,287.000,31.000,89.744,305.211,47.745
68.000,327.000,33.000,91.235,349.939,41.707
69.000,255.000,9.000,92.926,280.961,23.125
69.000,275.000,17.000,93.059,295.583,30.043
69.000,310.000,24.000,94.001,332.599,39.165
69.000,316.000,22.000,94.618,339.005,37.287
69.000,321.000,12.000,91.981,345.257,26.839
69.000,326.000,27.000,91.515,349.562,35.557
69.000,331.000,33.000,92.065,353.762,41.808
70.000,249.000,31.000,91.984,266.808,40.158
70.000,251.000,10.000,93.107,278.177,22.720
70.000,282.000,61.000,82.613,309.008,69.527
70.000,334.000,27.000,94.364,359.450,38.588
71.000,214.000,30.000,86.911,225.333,47.733
71.000,224.000,61.000,85.796,239.934,57.773
71.000,247.000,60.000,78.727,267.453,59.338
71.000,265.000,24.000,93.605,284.459,34.985
71.000,267.000,37.000,87.279,291.081,46.921
71.000,272.000,33.000,91.678,293.841,44.504
71.000,278.000,34.000,89.387,298.909,45.010
72.000,218.000,62.000,88.803,234.148,58.057
72.000,224.000,22.000,92.839,226.048,41.666
72.000,227.000,24.000,92.724,229.583,42.567
72.000,268.000,45.000,83.798,291.537,53.032
72.000,271.000,26.000,93.841,291.650,37.956
72.000,280.000,39.000,83.995,303.004,48.550
72.000,285.000,21.000,96.660,307.855,32.334
72.000,288.000,14.000,94.591,307.371,27.026
72.000,291.000,35.000,90.944,310.308,49.520
72.000,299.000,23.000,94.748,316.722,36.049
72.000,318.000,29.000,93.867,339.380,34.856
72.000,327.000,35.000,93.145,349.916,40.476
73.000,237.000,48.000,82.037,260.914,42.909
73.000,240.000,14.000,91.958,268.093,20.462
73.000,253.000,43.000,82.365,276.523,42.926
73.000,262.000,16.000,95.652,284.058,28.777
73.000,277.000,55.000,83.890,301.393,62.874
73.000,300.000,33.000,95.606,318.578,48.651
73.000,312.000,33.000,98.743,332.766,46.380
73.000,315.000,22.000,97.739,334.033,36.763
73.000,348.000,25.000,95.455,368.980,36.644
74.000,230.000,53.000,84.257,254.785,50.034
74.000,242.000,15.000,92.675,271.113,21.238
74.000,263.000,60.000,82.360,288.273,64.551
74.000,264.000,11.000,98.587,286.560,25.618
74.000,269.000,53.000,80.565,294.817,57.405
74.000,275.000,67.000,91.907,302.108,74.871
74.000,277.000,11.000,96.882,296.960,25.574
74.000,280.000,49.000,83.638,304.765,59.625
74.000,294.000,58.000,83.985,320.231,63.966
74.000,298.000,59.000,83.829,322.865,64.547
74.000,314.000,38.000,97.729,333.854,49.168
74.000,324.000,23.000,97.859,342.349,38.719
74.000,328.000,15.000,95.377,350.284,28.815
74.000,336.000,11.000,94.731,361.588,24.789
75.000,212.000,22.000,97.165,213.333,46.773
75.000,219.000,32.000,90.962,234.467,46.522
75.000,222.000,7.000,94.698,239.299,30.499
75.000,224.000,17.000,95.504,234.464,32.378
75.000,229.000,25.000,96.087,233.921,42.852
75.000,238.000,38.000,86.966,264.115,34.289
75.000,243.000,20.000,95.900,263.242,33.296
75.000,253.000,49.000,81.755,276.614,51.420
75.000,262.000,51.000,80.934,288.339,53.164
75.000,285.000,20.000,99.026,307.182,32.153
75.000,286.000,77.000,90.305,311.521,79.047
75.000,296.000,52.000,83.315,318.796,57.001
75.000,304.000,43.000,89.529,321.357,50.651
75.000,322.000,39.000,93.696,344.520,40.683
75.000,334.000,22.000,101.544,355.675,38.336
75.000,358.000,25.000,96.292,376.217,37.504
76.000,214.000,5.000,94.674,231.493,32.119
76.000,222.000,9.000,95.762,239.279,29.034
76.000,223.000,43.000,90.926,233.403,46.914
76.000,225.000,62.000,90.865,240.586,56.959
76.000,233.000,43.000,87.444,249.155,43.546
76.000,233.000,59.000,87.348,254.865,53.882
76.000,240.000,60.000,85.186,260.106,54.866
76.000,243.000,68.000,86.714,260.216,58.975
76.000,246.000,33.000,91.298,272.223,33.074
76.000,251.000,19.000,99.427,276.655,32.609
76.000,256.000,68.000,88.117,275.732,63.772
76.000,264.000,74.000,87.533,285.193,74.003
76.000,269.000,68.000,94.199,297.204,72.994
76.000,271.000,43.000,88.825,294.702,52.551
76.000,280.000,40.000,87.023,302.796,50.124
76.000,307.000,16.000,95.816,324.573,27.715
76.000,311.000,55.000,90.556,332.797,56.989
76.000,312.000,42.000,92.932,327.734,51.210
76.000,322.000,29.000,95.470,342.008,32.504
76.000,348.000,26.000,97.892,365.240,37.822
77.000,203.000,62.000,95.512,225.756,56.845
77.000,204.000,67.000,95.924,227.170,61.077
77.000,207.000,28.000,93.837,212.594,49.524
77.000,211.000,49.000,85.305,237.343,43.325
77.000,235.000,79.000,87.905,251.990,70.428
77.000,248.000,62.000,85.009,264.120,55.984
77.000,255.000,73.000,87.453,275.119,70.490
77.000,261.000,44.000,87.307,286.763,47.412
77.000,277.000,59.000,89.264,306.372,68.777
77.000,280.000,48.000,88.989,304.935,57.841
77.000,283.000,67.000,92.391,311.104,76.596
77.000,292.000,49.000,88.875,314.374,56.638
77.000,292.000,65.000,89.669,315.261,67.705
77.000,300.000,39.000,95.419,319.966,53.327
77.000,318.000,17.000,99.026,335.265,31.738
77.000,343.000,17.000,98.242,366.116,30.610
77.000,351.000,18.000,97.181,371.691,31.337
78.000,198.000,62.000,96.549,222.386,57.971
78.000,203.000,50.000,83.469,230.684,41.338
78.000,219.000,78.000,92.079,236.408,72.084
78.000,228.000,13.000,97.206,246.304,25.534
78.000,234.000,67.000,88.055,249.974,58.222
78.000,243.000,47.000,87.093,267.543,41.950
78.000,244.000,55.000,85.063,269.662,53.161
78.000,251.000,84.000,91.216,268.204,76.526
78.000,259.000,38.000,91.830,279.804,50.067
78.000,260.000,23.000,100.682,281.370,35.127
78.000,271.000,38.000,93.275,293.590,48.334
78.000,281.000,28.000,99.308,299.740,38.185
78.000,286.000,43.000,91.463,308.768,53.387
78.000,290.000,38.000,93.433,311.412,49.834
78.000,300.000,78.000,94.362,321.842,76.347
78.000,302.000,34.000,99.167,319.953,49.367
78.000,303.000,28.000,99.396,320.446,40.838
78.000,306.000,33.000,99.087,323.947,46.850
